step,time,loss,acc
20000,2025-08-20T03:37:37.297078,4.548740e-03,1.000000e+00
20050,2025-08-20T03:39:32.296847,6.097985e-03,1.000000e+00
20100,2025-08-20T03:39:41.745850,3.992131e-03,1.000000e+00
20150,2025-08-20T03:39:51.305408,5.563463e-03,1.000000e+00
20200,2025-08-20T03:40:00.481116,9.853001e-03,1.000000e+00
20250,2025-08-20T03:40:09.706967,5.329577e-03,1.000000e+00
20300,2025-08-20T03:40:18.988348,9.707024e-03,1.000000e+00
20350,2025-08-20T03:40:28.469283,4.046244e-02,9.921875e-01
20400,2025-08-20T03:40:38.085035,4.101589e-03,1.000000e+00
20450,2025-08-20T03:40:47.447251,2.916484e-02,9.921875e-01
20500,2025-08-20T03:40:56.816662,4.998858e-02,9.921875e-01
20550,2025-08-20T03:42:51.827322,9.404909e-02,9.843750e-01
20600,2025-08-20T03:43:01.011118,6.909148e-02,9.843750e-01
20650,2025-08-20T03:43:10.352002,1.037892e-01,9.843750e-01
20700,2025-08-20T03:43:19.762886,3.522496e-02,9.921875e-01
20750,2025-08-20T03:43:29.129914,6.211225e-02,9.843750e-01
20800,2025-08-20T03:43:38.334239,6.055499e-02,9.843750e-01
20850,2025-08-20T03:43:47.551860,3.693502e-03,1.000000e+00
20900,2025-08-20T03:43:56.748692,1.275552e-01,9.765625e-01
20950,2025-08-20T03:44:06.249030,3.952614e-03,1.000000e+00
21000,2025-08-20T03:44:15.792387,3.885197e-02,9.921875e-01
21050,2025-08-20T03:46:10.276490,3.791092e-02,9.921875e-01
21100,2025-08-20T03:46:19.455713,1.910281e-03,1.000000e+00
21150,2025-08-20T03:46:28.655003,4.567181e-02,9.921875e-01
21200,2025-08-20T03:46:37.871733,4.425697e-03,1.000000e+00
21250,2025-08-20T03:46:47.246794,3.427392e-02,9.921875e-01
21300,2025-08-20T03:46:56.689021,6.028157e-02,9.921875e-01
21350,2025-08-20T03:47:06.041886,3.175785e-02,9.921875e-01
21400,2025-08-20T03:47:15.198788,5.196843e-02,9.843750e-01
21450,2025-08-20T03:47:24.633574,4.031518e-02,9.921875e-01
21500,2025-08-20T03:47:34.289271,7.899610e-02,9.843750e-01
21550,2025-08-20T03:49:29.698882,3.887665e-02,9.921875e-01
21600,2025-08-20T03:49:39.120398,9.472888e-02,9.843750e-01
21650,2025-08-20T03:49:48.565724,6.281783e-02,9.843750e-01
21700,2025-08-20T03:49:57.772423,4.831933e-02,9.921875e-01
21750,2025-08-20T03:50:06.952194,4.623962e-03,1.000000e+00
21800,2025-08-20T03:50:16.052435,2.157243e-03,1.000000e+00
21850,2025-08-20T03:50:25.540170,3.142121e-03,1.000000e+00
21900,2025-08-20T03:50:35.013308,1.107996e-02,9.921875e-01
21950,2025-08-20T03:50:44.327486,1.260956e-01,9.843750e-01
22000,2025-08-20T03:50:53.638409,3.019904e-02,9.921875e-01
22050,2025-08-20T03:52:48.409320,7.102405e-02,9.843750e-01
22100,2025-08-20T03:52:57.687771,4.602383e-02,9.921875e-01
22150,2025-08-20T03:53:07.071791,6.619144e-02,9.843750e-01
22200,2025-08-20T03:53:16.523322,1.630572e-02,1.000000e+00
22250,2025-08-20T03:53:25.866031,1.369258e-01,9.765625e-01
22300,2025-08-20T03:53:35.068968,6.676926e-02,9.843750e-01
22350,2025-08-20T03:53:44.266388,4.074681e-02,9.843750e-01
22400,2025-08-20T03:53:53.437161,4.643246e-02,9.921875e-01
22450,2025-08-20T03:54:02.840645,2.970173e-03,1.000000e+00
22500,2025-08-20T03:54:12.248532,3.617233e-02,9.921875e-01
22550,2025-08-20T03:56:07.534219,4.032873e-03,1.000000e+00
22600,2025-08-20T03:56:16.801485,2.730979e-03,1.000000e+00
22650,2025-08-20T03:56:26.036058,1.162910e-02,9.921875e-01
22700,2025-08-20T03:56:35.240185,4.935543e-02,9.921875e-01
22750,2025-08-20T03:56:44.554675,3.205453e-03,1.000000e+00
22800,2025-08-20T03:56:54.029675,5.898214e-02,9.921875e-01
22850,2025-08-20T03:57:03.404205,1.755959e-02,9.921875e-01
22900,2025-08-20T03:57:12.597516,4.566887e-02,9.921875e-01
22950,2025-08-20T03:57:21.834842,7.508371e-03,1.000000e+00
23000,2025-08-20T03:57:31.053289,4.792735e-02,9.921875e-01
23050,2025-08-20T03:59:25.836852,2.054295e-03,1.000000e+00
23100,2025-08-20T03:59:35.886589,2.893181e-03,1.000000e+00
23150,2025-08-20T03:59:45.463036,5.405991e-02,9.843750e-01
23200,2025-08-20T03:59:54.688867,3.995798e-02,9.921875e-01
23250,2025-08-20T04:00:03.873516,2.268198e-02,9.843750e-01
23300,2025-08-20T04:00:13.068684,3.990756e-02,9.921875e-01
23350,2025-08-20T04:00:22.371199,6.673548e-02,9.843750e-01
23400,2025-08-20T04:00:31.890390,6.178510e-03,1.000000e+00
23450,2025-08-20T04:00:41.285767,1.412640e-02,9.921875e-01
23500,2025-08-20T04:00:50.622378,2.390863e-03,1.000000e+00
23550,2025-08-20T04:02:46.048003,1.709925e-02,9.921875e-01
23600,2025-08-20T04:02:55.339283,7.077678e-03,1.000000e+00
23650,2025-08-20T04:03:04.626357,3.885733e-02,9.921875e-01
23700,2025-08-20T04:03:14.081732,3.169483e-02,9.921875e-01
23750,2025-08-20T04:03:23.631253,5.020559e-03,1.000000e+00
23800,2025-08-20T04:03:33.060076,5.399534e-02,9.921875e-01
23850,2025-08-20T04:03:42.414286,1.220637e-02,1.000000e+00
23900,2025-08-20T04:03:51.697834,1.196329e-02,9.921875e-01
23950,2025-08-20T04:04:01.154272,4.413374e-03,1.000000e+00
24000,2025-08-20T04:04:10.540493,4.359635e-02,9.921875e-01
24050,2025-08-20T04:06:06.639587,4.345932e-03,1.000000e+00
24100,2025-08-20T04:06:15.948830,7.703883e-03,1.000000e+00
24150,2025-08-20T04:06:25.912433,1.151244e-02,1.000000e+00
24200,2025-08-20T04:06:35.584339,6.322732e-03,1.000000e+00
24250,2025-08-20T04:06:45.340934,5.205315e-03,1.000000e+00
24300,2025-08-20T04:06:55.296291,4.113616e-02,9.921875e-01
24350,2025-08-20T04:07:05.064168,4.330799e-03,1.000000e+00
24400,2025-08-20T04:07:14.623939,7.645400e-02,9.843750e-01
24450,2025-08-20T04:07:24.076318,4.773851e-02,9.921875e-01
24500,2025-08-20T04:07:33.605583,5.772507e-02,9.843750e-01
24550,2025-08-20T04:09:30.970886,1.071448e-02,1.000000e+00
24600,2025-08-20T04:09:40.619409,3.510755e-02,9.921875e-01
24650,2025-08-20T04:09:50.243975,1.190886e-01,9.765625e-01
24700,2025-08-20T04:09:59.655776,4.881959e-03,1.000000e+00
24750,2025-08-20T04:10:09.073842,2.453228e-03,1.000000e+00
24800,2025-08-20T04:10:18.642048,4.376861e-02,9.921875e-01
24850,2025-08-20T04:10:28.344117,4.756059e-02,9.921875e-01
24900,2025-08-20T04:10:38.059510,4.859975e-02,9.921875e-01
24950,2025-08-20T04:10:47.546796,2.545306e-02,9.921875e-01
25000,2025-08-20T04:10:57.008090,4.348177e-02,9.921875e-01
25050,2025-08-20T04:12:53.993255,6.079439e-02,9.843750e-01
25100,2025-08-20T04:13:03.475180,5.030619e-02,9.921875e-01
25150,2025-08-20T04:13:13.152830,8.049472e-03,1.000000e+00
25200,2025-08-20T04:13:22.835023,8.196529e-03,9.921875e-01
25250,2025-08-20T04:13:32.318430,7.019891e-03,1.000000e+00
25300,2025-08-20T04:13:41.747011,3.988662e-02,9.921875e-01
25350,2025-08-20T04:13:51.241776,4.735168e-02,9.843750e-01
25400,2025-08-20T04:14:00.832747,6.822438e-03,1.000000e+00
25450,2025-08-20T04:14:10.492063,5.035666e-02,9.921875e-01
25500,2025-08-20T04:14:20.073915,2.998399e-03,1.000000e+00
25550,2025-08-20T04:16:19.989179,4.493383e-02,9.921875e-01
25600,2025-08-20T04:16:29.392682,8.671721e-03,1.000000e+00
25650,2025-08-20T04:16:38.764589,4.392016e-03,1.000000e+00
25700,2025-08-20T04:16:48.329451,3.686251e-03,1.000000e+00
25750,2025-08-20T04:16:57.975401,8.153321e-02,9.843750e-01
25800,2025-08-20T04:17:07.538151,9.336039e-03,1.000000e+00
25850,2025-08-20T04:17:16.923678,2.143178e-02,9.921875e-01
25900,2025-08-20T04:17:26.443980,1.372870e-02,9.921875e-01
25950,2025-08-20T04:17:35.976846,2.176959e-02,9.921875e-01
26000,2025-08-20T04:17:45.667479,5.237597e-03,1.000000e+00
26050,2025-08-20T04:19:42.684002,1.294462e-02,9.921875e-01
26100,2025-08-20T04:19:52.211014,3.629409e-02,9.921875e-01
26150,2025-08-20T04:20:01.661360,3.765297e-03,1.000000e+00
26200,2025-08-20T04:20:11.214036,1.062571e-02,9.921875e-01
26250,2025-08-20T04:20:20.682690,1.156265e-01,9.765625e-01
26300,2025-08-20T04:20:30.367945,7.774389e-03,1.000000e+00
26350,2025-08-20T04:20:40.079660,4.325406e-02,9.921875e-01
26400,2025-08-20T04:20:49.599306,5.838087e-03,1.000000e+00
26450,2025-08-20T04:20:59.010051,1.181074e-02,9.921875e-01
26500,2025-08-20T04:21:08.377966,5.665423e-02,9.843750e-01
26550,2025-08-20T04:23:05.131471,1.128605e-02,1.000000e+00
26600,2025-08-20T04:23:14.808942,9.879656e-03,1.000000e+00
26650,2025-08-20T04:23:24.529144,5.570091e-02,9.921875e-01
26700,2025-08-20T04:23:34.087960,3.190631e-03,1.000000e+00
26750,2025-08-20T04:23:43.457189,5.880925e-03,1.000000e+00
26800,2025-08-20T04:23:52.820836,3.324402e-03,1.000000e+00
26850,2025-08-20T04:24:02.361840,6.010341e-03,1.000000e+00
26900,2025-08-20T04:24:12.000712,2.446149e-03,1.000000e+00
26950,2025-08-20T04:24:21.654999,3.067814e-03,1.000000e+00
27000,2025-08-20T04:24:30.995512,5.800352e-03,1.000000e+00
27050,2025-08-20T04:26:27.538371,1.935207e-03,1.000000e+00
27100,2025-08-20T04:26:36.952762,4.353232e-02,9.921875e-01
27150,2025-08-20T04:26:46.380949,2.329481e-03,1.000000e+00
27200,2025-08-20T04:26:56.044221,5.804519e-03,1.000000e+00
27250,2025-08-20T04:27:05.677371,5.088434e-03,1.000000e+00
27300,2025-08-20T04:27:15.174429,6.423700e-03,1.000000e+00
27350,2025-08-20T04:27:24.580592,4.287875e-02,9.921875e-01
27400,2025-08-20T04:27:33.964970,3.598794e-02,9.921875e-01
27450,2025-08-20T04:27:43.722984,5.005289e-03,1.000000e+00
27500,2025-08-20T04:27:53.605332,7.758848e-03,1.000000e+00
27550,2025-08-20T04:29:51.156699,1.698769e-02,9.921875e-01
27600,2025-08-20T04:30:00.673620,5.663406e-02,9.921875e-01
27650,2025-08-20T04:30:10.191022,2.389710e-03,1.000000e+00
27700,2025-08-20T04:30:19.564558,2.903513e-02,9.921875e-01
27750,2025-08-20T04:30:29.301774,5.962224e-03,1.000000e+00
27800,2025-08-20T04:30:38.989619,5.515534e-02,9.921875e-01
27850,2025-08-20T04:30:48.580219,5.018426e-03,1.000000e+00
27900,2025-08-20T04:30:57.995425,3.632606e-02,9.921875e-01
27950,2025-08-20T04:31:07.421679,6.050593e-03,1.000000e+00
28000,2025-08-20T04:31:16.852333,4.104755e-02,9.921875e-01
28050,2025-08-20T04:33:14.009708,9.413466e-02,9.843750e-01
28100,2025-08-20T04:33:23.698676,1.927862e-02,9.921875e-01
28150,2025-08-20T04:33:33.493562,7.939331e-03,1.000000e+00
28200,2025-08-20T04:33:43.111329,3.994051e-02,9.921875e-01
28250,2025-08-20T04:33:52.577456,3.155411e-02,9.843750e-01
28300,2025-08-20T04:34:02.131490,5.376488e-02,9.921875e-01
28350,2025-08-20T04:34:11.884758,1.062238e-02,9.921875e-01
28400,2025-08-20T04:34:21.680519,9.902208e-03,1.000000e+00
28450,2025-08-20T04:34:31.323762,4.473194e-02,9.921875e-01
28500,2025-08-20T04:34:40.746210,3.628330e-02,9.921875e-01
28550,2025-08-20T04:36:38.020581,1.512866e-02,9.921875e-01
28600,2025-08-20T04:36:47.464554,6.411244e-02,9.921875e-01
28650,2025-08-20T04:36:57.019908,4.594412e-02,9.921875e-01
28700,2025-08-20T04:37:06.707904,7.871807e-03,1.000000e+00
28750,2025-08-20T04:37:16.284530,6.210102e-03,1.000000e+00
28800,2025-08-20T04:37:25.683893,2.045945e-03,1.000000e+00
28850,2025-08-20T04:37:35.099137,1.021192e-02,1.000000e+00
28900,2025-08-20T04:37:44.507235,1.196395e-02,1.000000e+00
28950,2025-08-20T04:37:54.190690,5.101862e-03,1.000000e+00
29000,2025-08-20T04:38:03.892593,8.099475e-02,9.843750e-01
29050,2025-08-20T04:40:07.917467,4.809473e-03,1.000000e+00
29100,2025-08-20T04:40:19.763381,3.563217e-03,1.000000e+00
29150,2025-08-20T04:40:30.701908,1.299121e-03,1.000000e+00
29200,2025-08-20T04:40:40.387974,7.674886e-02,9.843750e-01
29250,2025-08-20T04:40:50.635993,2.360866e-03,1.000000e+00
29300,2025-08-20T04:41:01.735993,4.203789e-02,9.921875e-01
29350,2025-08-20T04:41:12.072179,8.659181e-03,1.000000e+00
29400,2025-08-20T04:41:22.877736,4.000022e-02,9.921875e-01
29450,2025-08-20T04:41:33.924946,8.123577e-03,1.000000e+00
29500,2025-08-20T04:41:44.566764,6.022255e-03,1.000000e+00
29550,2025-08-20T04:43:54.083166,2.645756e-02,9.921875e-01
29600,2025-08-20T04:44:04.869113,2.859762e-02,9.921875e-01
29650,2025-08-20T04:44:15.718061,8.828431e-02,9.843750e-01
29700,2025-08-20T04:44:26.626275,2.081541e-02,9.921875e-01
29750,2025-08-20T04:44:37.719952,4.162613e-03,1.000000e+00
29800,2025-08-20T04:44:48.469485,1.474478e-02,9.921875e-01
29850,2025-08-20T04:44:58.900636,5.692929e-03,1.000000e+00
29900,2025-08-20T04:45:09.359635,4.720417e-02,9.843750e-01
29950,2025-08-20T04:45:19.897924,5.949939e-02,9.843750e-01
30000,2025-08-20T04:45:30.898969,5.419838e-03,1.000000e+00
30050,2025-08-20T04:47:45.117079,2.308006e-03,1.000000e+00
30100,2025-08-20T04:47:55.428424,2.069303e-03,1.000000e+00
30150,2025-08-20T04:48:05.715047,3.876583e-03,1.000000e+00
30200,2025-08-20T04:48:17.117730,8.618102e-03,1.000000e+00
30250,2025-08-20T04:48:27.140276,6.315325e-03,1.000000e+00
30300,2025-08-20T04:48:37.057683,4.569745e-03,1.000000e+00
30350,2025-08-20T04:48:47.435110,3.319896e-02,9.921875e-01
30400,2025-08-20T04:48:59.664407,3.821428e-02,9.921875e-01
30450,2025-08-20T04:49:10.864578,1.406199e-02,1.000000e+00
30500,2025-08-20T04:49:22.360200,6.649782e-03,1.000000e+00
30550,2025-08-20T04:51:27.715391,5.221522e-02,9.921875e-01
30600,2025-08-20T04:51:39.028650,1.520827e-02,9.921875e-01
30650,2025-08-20T04:51:48.913539,3.512668e-03,1.000000e+00
30700,2025-08-20T04:51:59.338355,8.139335e-03,1.000000e+00
30750,2025-08-20T04:52:09.409017,2.047129e-01,9.687500e-01
30800,2025-08-20T04:52:19.155628,1.003101e-02,1.000000e+00
30850,2025-08-20T04:52:28.829552,5.446512e-02,9.921875e-01
30900,2025-08-20T04:52:38.435157,4.654626e-02,9.921875e-01
30950,2025-08-20T04:52:48.781321,4.162138e-03,1.000000e+00
31000,2025-08-20T04:52:58.980961,2.417977e-02,9.921875e-01
31050,2025-08-20T04:55:09.906309,4.968458e-03,1.000000e+00
31100,2025-08-20T04:55:21.288251,5.709207e-02,9.921875e-01
31150,2025-08-20T04:55:32.362275,8.511402e-03,1.000000e+00
31200,2025-08-20T04:55:42.872725,5.782035e-03,1.000000e+00
31250,2025-08-20T04:55:54.019838,3.286555e-02,9.921875e-01
31300,2025-08-20T04:56:04.520624,5.978795e-02,9.921875e-01
31350,2025-08-20T04:56:14.836110,2.857169e-03,1.000000e+00
31400,2025-08-20T04:56:25.087221,2.890102e-03,1.000000e+00
31450,2025-08-20T04:56:36.750350,4.555408e-02,9.843750e-01
31500,2025-08-20T04:56:48.235423,3.300868e-02,9.921875e-01
31550,2025-08-20T04:58:47.812672,9.644961e-02,9.765625e-01
31600,2025-08-20T04:58:58.139959,3.571960e-03,1.000000e+00
31650,2025-08-20T04:59:08.340057,3.679662e-02,9.921875e-01
31700,2025-08-20T04:59:18.743622,5.388551e-02,9.921875e-01
31750,2025-08-20T04:59:30.060535,1.199521e-02,9.921875e-01
31800,2025-08-20T04:59:41.312415,5.295063e-03,1.000000e+00
31850,2025-08-20T04:59:51.855168,4.655831e-03,1.000000e+00
31900,2025-08-20T05:00:02.232002,8.310466e-03,1.000000e+00
31950,2025-08-20T05:00:12.587021,5.929536e-02,9.843750e-01
32000,2025-08-20T05:00:23.193779,3.896987e-02,9.921875e-01
32050,2025-08-20T05:02:26.785861,6.631967e-03,1.000000e+00
32100,2025-08-20T05:02:36.287282,4.979147e-02,9.921875e-01
32150,2025-08-20T05:02:46.277971,2.215628e-02,9.921875e-01
32200,2025-08-20T05:02:55.792033,3.149313e-02,9.921875e-01
32250,2025-08-20T05:03:05.541845,4.060363e-02,9.921875e-01
32300,2025-08-20T05:03:15.243676,2.721721e-03,1.000000e+00
32350,2025-08-20T05:03:25.733318,4.451677e-03,1.000000e+00
32400,2025-08-20T05:03:35.425151,1.229818e-02,1.000000e+00
32450,2025-08-20T05:03:46.024125,6.099644e-03,1.000000e+00
32500,2025-08-20T05:03:57.161787,1.374962e-02,1.000000e+00
32550,2025-08-20T05:06:17.385596,4.866237e-02,9.921875e-01
32600,2025-08-20T05:06:28.665350,1.782833e-01,9.687500e-01
32650,2025-08-20T05:06:39.706200,3.713658e-03,1.000000e+00
32700,2025-08-20T05:06:51.517939,5.246758e-03,1.000000e+00
32750,2025-08-20T05:07:03.513402,4.290430e-03,1.000000e+00
32800,2025-08-20T05:07:14.657502,5.485939e-02,9.843750e-01
32850,2025-08-20T05:07:25.571171,2.778232e-02,9.921875e-01
32900,2025-08-20T05:07:36.830540,9.420154e-03,1.000000e+00
32950,2025-08-20T05:07:48.599464,4.228827e-02,9.921875e-01
33000,2025-08-20T05:07:59.640679,3.588817e-03,1.000000e+00
33050,2025-08-20T05:10:14.955899,4.128692e-02,9.921875e-01
33100,2025-08-20T05:10:25.521961,4.759200e-02,9.921875e-01
33150,2025-08-20T05:10:36.348222,7.161981e-03,1.000000e+00
33200,2025-08-20T05:10:47.301962,4.887007e-03,1.000000e+00
33250,2025-08-20T05:10:58.337907,9.881246e-03,1.000000e+00
33300,2025-08-20T05:11:08.923877,2.554476e-03,1.000000e+00
33350,2025-08-20T05:11:19.787322,4.393978e-03,1.000000e+00
33400,2025-08-20T05:11:30.750127,3.693420e-03,1.000000e+00
33450,2025-08-20T05:11:42.343687,7.282487e-02,9.843750e-01
33500,2025-08-20T05:11:53.703546,4.233288e-03,1.000000e+00
33550,2025-08-20T05:14:06.238459,3.418721e-02,9.921875e-01
33600,2025-08-20T05:14:15.890310,4.113294e-03,1.000000e+00
33650,2025-08-20T05:14:25.872898,2.764249e-03,1.000000e+00
33700,2025-08-20T05:14:35.955340,1.385419e-02,9.921875e-01
33750,2025-08-20T05:14:45.845974,8.164685e-03,1.000000e+00
33800,2025-08-20T05:14:55.695627,3.491551e-02,9.921875e-01
33850,2025-08-20T05:15:05.299389,3.001320e-03,1.000000e+00
33900,2025-08-20T05:15:15.003282,2.411971e-03,1.000000e+00
33950,2025-08-20T05:15:24.932249,6.118999e-02,9.921875e-01
34000,2025-08-20T05:15:35.017633,1.040038e-01,9.765625e-01
34050,2025-08-20T05:17:36.193028,5.824102e-02,9.843750e-01
34100,2025-08-20T05:17:45.880236,4.314255e-02,9.921875e-01
34150,2025-08-20T05:17:55.520242,4.648938e-02,9.921875e-01
34200,2025-08-20T05:18:05.265296,4.945602e-03,1.000000e+00
34250,2025-08-20T05:18:15.314096,5.151936e-02,9.843750e-01
34300,2025-08-20T05:18:26.024554,3.079187e-03,1.000000e+00
34350,2025-08-20T05:18:36.347214,8.320745e-03,1.000000e+00
34400,2025-08-20T05:18:47.026874,7.237677e-03,1.000000e+00
34450,2025-08-20T05:18:57.724182,4.360674e-03,1.000000e+00
34500,2025-08-20T05:19:08.810318,6.239483e-03,1.000000e+00
34550,2025-08-20T05:21:15.956123,1.243039e-02,1.000000e+00
34600,2025-08-20T05:21:25.857684,8.781227e-03,1.000000e+00
34650,2025-08-20T05:21:35.573785,4.923271e-02,9.843750e-01
34700,2025-08-20T05:21:45.243981,5.247048e-02,9.921875e-01
34750,2025-08-20T05:21:55.054185,3.082148e-03,1.000000e+00
34800,2025-08-20T05:22:04.959843,4.213735e-02,9.843750e-01
34850,2025-08-20T05:22:14.702627,2.961028e-02,9.921875e-01
34900,2025-08-20T05:22:24.969165,3.641892e-03,1.000000e+00
34950,2025-08-20T05:22:34.978727,1.915287e-02,9.843750e-01
35000,2025-08-20T05:22:44.678091,2.672437e-03,1.000000e+00
35050,2025-08-20T05:24:48.039030,2.715214e-03,1.000000e+00
35100,2025-08-20T05:24:58.224310,2.857399e-02,9.921875e-01
35150,2025-08-20T05:25:07.880594,4.570737e-03,1.000000e+00
35200,2025-08-20T05:25:19.354586,8.002628e-03,1.000000e+00
35250,2025-08-20T05:25:29.715810,2.360485e-03,1.000000e+00
35300,2025-08-20T05:25:41.937529,1.478904e-02,9.921875e-01
35350,2025-08-20T05:25:52.429896,2.436173e-03,1.000000e+00
35400,2025-08-20T05:26:02.508933,4.536551e-03,1.000000e+00
35450,2025-08-20T05:26:12.753341,1.879634e-02,9.921875e-01
35500,2025-08-20T05:26:22.793680,6.496205e-02,9.843750e-01
35550,2025-08-20T05:28:30.149333,3.478215e-03,1.000000e+00
35600,2025-08-20T05:28:40.455688,1.412070e-02,1.000000e+00
35650,2025-08-20T05:28:50.504405,4.088763e-03,1.000000e+00
35700,2025-08-20T05:29:00.533750,4.381104e-03,1.000000e+00
35750,2025-08-20T05:29:10.617792,2.909895e-03,1.000000e+00
35800,2025-08-20T05:29:21.181724,7.430640e-02,9.843750e-01
35850,2025-08-20T05:29:31.883633,5.755065e-03,1.000000e+00
35900,2025-08-20T05:29:42.531658,1.047900e-02,9.921875e-01
35950,2025-08-20T05:29:53.174169,7.420597e-03,1.000000e+00
36000,2025-08-20T05:30:03.517597,5.274864e-03,1.000000e+00
36050,2025-08-20T05:32:08.084433,4.619326e-02,9.921875e-01
36100,2025-08-20T05:32:18.196568,4.601670e-02,9.921875e-01
36150,2025-08-20T05:32:28.413952,1.212411e-02,9.921875e-01
36200,2025-08-20T05:32:38.481103,1.884443e-02,1.000000e+00
36250,2025-08-20T05:32:49.163326,6.324907e-02,9.843750e-01
36300,2025-08-20T05:33:00.464201,1.958491e-02,9.921875e-01
36350,2025-08-20T05:33:11.907820,9.605008e-03,1.000000e+00
36400,2025-08-20T05:33:22.150122,5.731377e-03,1.000000e+00
36450,2025-08-20T05:33:32.217094,6.537500e-03,1.000000e+00
36500,2025-08-20T05:33:42.086880,5.221727e-02,9.921875e-01
36550,2025-08-20T05:35:58.603848,7.897910e-02,9.843750e-01
36600,2025-08-20T05:36:09.505424,2.499892e-03,1.000000e+00
36650,2025-08-20T05:36:20.789413,3.642405e-03,1.000000e+00
36700,2025-08-20T05:36:31.600370,4.579357e-03,1.000000e+00
36750,2025-08-20T05:36:41.657275,4.329237e-02,9.921875e-01
36800,2025-08-20T05:36:51.429555,3.579882e-02,9.921875e-01
36850,2025-08-20T05:37:02.294364,5.352086e-03,1.000000e+00
36900,2025-08-20T05:37:12.833121,2.326730e-03,1.000000e+00
36950,2025-08-20T05:37:23.437900,3.297480e-03,1.000000e+00
37000,2025-08-20T05:37:33.761787,4.478500e-02,9.921875e-01
37050,2025-08-20T05:39:39.520840,2.321221e-03,1.000000e+00
37100,2025-08-20T05:39:49.930237,4.587287e-02,9.843750e-01
37150,2025-08-20T05:40:00.175327,1.282333e-01,9.687500e-01
37200,2025-08-20T05:40:10.256089,5.990023e-02,9.843750e-01
37250,2025-08-20T05:40:20.289381,7.267783e-03,1.000000e+00
37300,2025-08-20T05:40:30.289263,5.205802e-02,9.921875e-01
37350,2025-08-20T05:40:42.295365,6.570367e-03,1.000000e+00
37400,2025-08-20T05:40:55.134653,3.782564e-03,1.000000e+00
37450,2025-08-20T05:41:06.206026,1.575530e-02,9.921875e-01
37500,2025-08-20T05:41:17.515393,9.459450e-02,9.843750e-01
37550,2025-08-20T05:43:24.065762,3.112159e-02,9.921875e-01
37600,2025-08-20T05:43:34.158019,6.898970e-03,1.000000e+00
37650,2025-08-20T05:43:44.273414,3.615060e-03,1.000000e+00
37700,2025-08-20T05:43:54.310051,1.142103e-02,9.921875e-01
37750,2025-08-20T05:44:04.224682,6.746605e-03,1.000000e+00
37800,2025-08-20T05:44:13.943366,1.062107e-02,9.921875e-01
37850,2025-08-20T05:44:23.702487,5.783270e-02,9.921875e-01
37900,2025-08-20T05:44:33.778104,1.542945e-03,1.000000e+00
37950,2025-08-20T05:44:44.297980,1.631498e-02,9.921875e-01
38000,2025-08-20T05:44:54.765309,2.657244e-03,1.000000e+00
38050,2025-08-20T05:46:58.186273,4.475993e-02,9.843750e-01
38100,2025-08-20T05:47:07.945083,3.633687e-02,9.921875e-01
38150,2025-08-20T05:47:18.481930,3.694428e-02,9.921875e-01
38200,2025-08-20T05:47:29.230058,3.308715e-03,1.000000e+00
38250,2025-08-20T05:47:40.844977,1.080293e-02,1.000000e+00
38300,2025-08-20T05:47:51.359191,2.526377e-02,9.843750e-01
38350,2025-08-20T05:48:01.838686,5.251761e-03,1.000000e+00
38400,2025-08-20T05:48:12.633761,1.078789e-02,1.000000e+00
38450,2025-08-20T05:48:23.499271,8.503581e-02,9.765625e-01
38500,2025-08-20T05:48:34.029252,4.280931e-02,9.921875e-01
38550,2025-08-20T05:50:38.104426,1.283668e-02,9.921875e-01
38600,2025-08-20T05:50:47.841374,5.808194e-02,9.843750e-01
38650,2025-08-20T05:50:57.915100,4.874531e-03,1.000000e+00
38700,2025-08-20T05:51:08.738875,4.284043e-02,9.921875e-01
38750,2025-08-20T05:51:19.731255,5.754841e-02,9.921875e-01
38800,2025-08-20T05:51:30.831498,7.200298e-02,9.843750e-01
38850,2025-08-20T05:51:40.712113,4.121753e-03,1.000000e+00
38900,2025-08-20T05:51:51.331414,2.983836e-02,9.921875e-01
38950,2025-08-20T05:52:01.930698,1.595597e-02,9.921875e-01
39000,2025-08-20T05:52:12.370196,3.597721e-03,1.000000e+00
39050,2025-08-20T05:54:17.264795,1.993540e-03,1.000000e+00
39100,2025-08-20T05:54:27.146918,8.323427e-03,1.000000e+00
39150,2025-08-20T05:54:36.862759,9.902860e-02,9.843750e-01
39200,2025-08-20T05:54:46.639375,1.016451e-01,9.843750e-01
39250,2025-08-20T05:54:56.572895,2.628289e-02,9.921875e-01
39300,2025-08-20T05:55:06.677820,6.056580e-03,1.000000e+00
39350,2025-08-20T05:55:16.948333,3.923209e-02,9.921875e-01
39400,2025-08-20T05:55:26.776790,4.465286e-03,1.000000e+00
39450,2025-08-20T05:55:36.717086,9.755829e-03,9.921875e-01
39500,2025-08-20T05:55:46.634927,7.361772e-03,1.000000e+00
39550,2025-08-20T05:57:50.258131,3.408653e-03,1.000000e+00
39600,2025-08-20T05:58:00.318366,1.642239e-02,9.921875e-01
39650,2025-08-20T05:58:10.420595,3.773694e-02,9.921875e-01
39700,2025-08-20T05:58:20.307988,4.583882e-02,9.843750e-01
39750,2025-08-20T05:58:30.145973,4.730226e-03,1.000000e+00
39800,2025-08-20T05:58:40.699351,1.555443e-02,9.921875e-01
39850,2025-08-20T05:58:51.454487,6.041088e-02,9.843750e-01
39900,2025-08-20T05:59:01.630319,6.175799e-03,1.000000e+00
